6  16
8  20
10  20
12  28
14  34
16  34
18  40
20  46
22  50
24  54
26  58
28  60
30  68
32  76
34  82
36  82
38  82
40  82
42  90
44  92
46  102
48  110
50  126
52  126
54  126
56  126
58  126
60  126
62  126
64  128
66  148
68  154
70  158
72  160
74  166
76  172
76  184
78  184
80  184
82  184
84  184
