6  13
8  15
10  19
12  27
14  33
16  33
18  39
20  39
22  49
24  53
26  57
28  57
30  61
32  67
34  79
36  81
38  81
40  81
42  81
44  89
46  91
48  95
48  101
50  105
52  125
54  125
56  125
58  125
60  125
62  125
64  125
66  145
68  147
70  153
72  157
74  159
76  165
78  183
80  183
82  183
